job_title,job_description,skills
s such as Senior SSU Manager.,"Job description We are looking for a motivated and self-driven individual eager to explore the AdTech ecosystem and build a new career in one of the most dynamic and fast-growing industries. Join our experienced, industry-leading Performance Team and make impactful contributions to the success stories of our clients! Who are we? For us, it's all about the people: Our team is the reason why we have grown and become a global leader in the AdTech industry since 2005. We encourage employee growth in-house and know how to grow talents. As a technology-oriented company, we develop and maintain innovative proprietary tech products that enable us to offer our partners the most advanced solutions. All of the above allow us to always be on the move and start new businesses & projects. What does it mean for you? It means that you have the opportunity to join a stable company with a startup spirit. If you are ambitious and enthusiastic by nature and looking for a place to grow with and create your own success - join us. Responsibilities In this role, you will: Manage performance-focused advertisers, understand their business goals and translate them into successful mobile marketing strategies. Analyze campaign performance data to identify trends, opportunities, and areas for improvement. Prepare detailed performance reports and monitor client budgets to ensure on-target delivery. Requirements Excellent English communication skills, both written and spoken (mother tongue level preferred). Strong verbal, presentation, and interpersonal communication skills. Ability to work effectively and collaboratively within a team setting. Proficiency in Excel, including advanced features like Pivot Tables, VLOOKUP, and data analysis. Ability to analyze and interpret data to make informed decisions. Adaptable and quick to learn new tools and technologies. BA or similar qualifications. Previous work experience in a computer-based or online platforms environment (Word, online SAAS services, etc.). Additional foreign languages (An advantage).","[r, opportunities, presentation, communication]"
"s or dailies over Zoom. Just one small team with ambitious goals in a dusty garage. Well, perhaps not in a dusty garage, but you get the idea.","Are you a junior project manager? Are you a student of Industry and management in your last year? Bulls Media World group (IL Office), A rapidly growing online marketing company is looking for someone like you to join our rapidly growing company! We offer a major opportunity of entering the world of digital marketing at a dynamic, young - global, and vast growing AdTech company. We invite you to a fascinating & professional course tailored to the needs of the position we offer, completely on our dime. What will you do? You will be in charge of managing and executing a variety of projects, from end to end. THIS INCLUDES THE FOLLOWING: Project process analysis Sorting the requirements and needs for the projects to succeed. Building work plans in a set timeline, and breaking them down to teams tasks. Constantly communicating and motivating teams to perform their appointed tasks on schedule. Promoting the project to completion (end to end execution), building and managing schedules Multi-interface work, including working relationships with teams abroad, in a dynamic, frequently changing and highly technological environment. Suitable for students in their final year with full-time availability as well as graduates. Bachelor's degree with little experience. REQUIREMENTS: Bachelor of Industry and Management or students in their final year of study Analytical way of thinking. High Excel level (google sheets- adv.) Planning, task monitoring, and prioritizing skills. High English level Attention to details, good time-management skills, ability to handle multi-tasking activities Position number: 1044","[young - global, r, task monitoring, communication, problem_solving]"
s such as Senior SSU Manager.,"Have you ever dreamed of joining a promising early-stage startup as one of the first employees? Picture being there from the start, during the stealth mode phase, where there areno titles or dailies over Zoom. Just one small team with ambitious goals in a dusty garage. Well, perhaps not in a dusty garage, but you get the idea. So, here’s an opportunity to join our exciting journey. Our mission is to build a future where software products are secure-by-design, making security an integral part of product design anddevelopment from the very start. This ambitious goal requires building a world-class team, bringing together stellar engineers and business professionals to pursue a secure future for all business worldwide. We’re lucky to be backed by Team8 as well as some of the biggest names in cybersecurity, including founders and executives from companies like Microsoft, Google, Palo Alto Networks, CrowdStrike, Wiz, Snyk, and others. We’re looking for a talented and detail-oriented Operations Manager to join our dynamic Operations team. Responsibilities : In charge of employee experience plan e.g. happy hours, work trips and events. Manage day-to-day office operations, such as ordering food and other supplies, managing cleaning services, etc. Respond to office issues and employee requests. Perform other operational duties and lead ad-hoc company special projects, as needed. Work closely with the founders of the company. Requirements: 2+ years of professional work experience as an Operations Manager/ Employee Experience Manager at a tech company. Past startup company experience – advantage. Exceptional organizational skills and attention to detail Multitasking skills and excellent time management skills Thinking outside of the box, solving problems independently, and getting things done Strong communication skills and an excellent team player Flexibility to learn and tackle new tasks High level of English – must. B.A. degree or equivalent – advantage. Team8: Team8","[r, CrowdStrike, communication, organization, teamwork]"
"s or dailies over Zoom. Just one small team with ambitious goals in a dusty garage. Well, perhaps not in a dusty garage, but you get the idea.","Job description Were looking for a highly motivated, self-starter who is passionate about the AdTech ecosystem and is eager to grow and shape our strategy and future. Come and join our leading, technological Programmatic team! Great opportunity to join one of our most technological and dynamic departments! Who are we? For us, its all about the people: Our team is the reason why we have grown and become a global leader in the AdTech industry since 2005. We encourage employee growth in-house and know how to grow talents. As a technology-oriented company, we develop and maintain innovative proprietary tech products that enable us to offer our partners the most advanced solutions. All of the above allow us to always be on the move and start new businesses & projects. What does it mean for you? It means that you have the opportunity to join a stable company with a startup spirit. If you are ambitious and enthusiastic by nature and looking for a place to grow with and create your own success - join us. Responsibilities Serve as the primary point of contact for Marss Supply and Demand partners. Ensure Mars exceeds partner expectations through regular check-ins and relationship management. Conduct performance analyses, providing insights to optimize campaigns. Manage cross-functional projects with internal teams to ensure smooth execution. Act as a programmatic specialist, advising partners on industry trends and best practices. Attend industry events to stay updated and strengthen relationships. Monitor and report on key performance indicators (KPIs) to meet or exceed targets. Proactively identify opportunities to grow partnerships and drive revenue. Requirements Strong attention to detail and thoroughness Excellent English communication skills, both written and spoken (mother tongue level preferred) Strong presentation skills and experience working with Excel Ability to work effectively and collaboratively within a team setting Technological degree - Advantage. Experience in programmatic monetization - Advantage. Programmatic basic knowledge and relevant industry trends - Advantage","[r, communication, organization]"
Statistician - AI Trainer,"Company Description/ Business Unit Job Title: Data Analyst Location: Remote / Hybrid (London) Employment Type: Permanent / Full Time AA Summary Assuming The AA is just about roadside help? There’s more to us than meets the eye. The AA is one of the UK’s most well-known and trusted brands. We provide a range of services to millions of customers, from roadside assistance, financial services to insurance and driving lessons. Our mission is to help keep Britain moving, and we’re looking for dedicated individuals to join our team. Are you ready to join? This is the job As a Data Analyst at the AA, you will be a key player in our Counter-Fraud and Underwriting team. Your primary goal will be to support the business in detecting and preventing fraudulent activities, and optimising the performance of the Motor Insurance product, by utilising both internal and external data and intelligence. In this role, you will contribute to the development and delivery of data, as well as the creation and analysis of Management Information (MI). Your work will inform strategic decision-making and support the implementation and optimisation of cutting-edge counter-fraud controls and underwriting risk management across the business. What will I be doing? Proactively gather, analyse, and report on internal and external data to enable performance monitoring, and to support and improve fraud controls and underwriting capabilities. Provide data and analytics to improve the prioritisation of fraud case management, and to assist the counter-fraud investigators to develop their capability to combat financial crime. Make data-driven recommendations to enhance the efficiency of the counter-fraud process and aid improved underwriting performance. Provide analytics to support business case appraisals. Assist in engaging with external companies and intelligence agencies to identify new opportunities to combat fraud and enhance our underwriting capabilities. Use data to identify fraud rings and organised fraud, adhering to internal and industry protocols. Collaborate with Underwriting, Fraud Investigators, Claims, and Pricing teams to achieve key objectives. What do I need? Creative problem-solving skills using data. Proven ability to perform statistical analysis, either through education or work experience. Ability to clearly communicate complex issues. Competence in conducting analysis and presenting findings to non-technical colleagues. Self-motivated and eager to take the lead on projects and new initiatives within a small team environment. Strong commercial awareness. Good knowledge of programming skills (Python/SQL knowledge desirable) Knowledge of the insurance industry and experience in data or pricing analysis (Desirable). Additional information We’re always looking to recognise and reward our employees for the work they do. As a valued member of The AA team, you’ll have access to a range of benefits including: 25 days annual leave plus bank holidays + holiday buying scheme Worksave pension scheme with up to 7% employer contribution Free AA breakdown membership from Day 1 plus 50% discount for family and friends Discounts on AA products including car and home insurance Employee discount scheme that gives you access to a car salary sacrifice scheme plus great discounts on healthcare, shopping, holidays and more Company funded life assurance Diverse learning and development opportunities to support you to progress in your career Dedicated Employee Assistance Programme and a 24/7 remote GP service for you and your family Plus, so much more! We’re an equal opportunities employer and welcome applications from everyone. The AA values diversity and the difference this brings to our culture and our customers. We actively seek people from diverse backgrounds to join us and become part of an inclusive company where you can be yourself, be empowered to be your best and feel like you truly belong. We have five communities to bring together people with shared characteristics and backgrounds and drive positive change.","[Company Description, r, analyse, Fraud Investigators, shopping, communication, initiative, problem_solving, teamwork]"
Data Scientist - AI Trainer,"Chelmsford United Kingdom Data & Analytics Job Description ADM unlocks the power of nature to enrich the quality of life. We’re a premier global human and animal nutrition company, delivering solutions today with an eye to the future. We’re blazing new trails in health and well-being as our scientists develop groundbreaking products to support healthier living. We’re a cutting-edge innovator leading the way to a new future of plant-based consumer and industrial solutions to replace petroleum-based products. We’re an unmatched agricultural supply chain manager and processor, providing food security by connecting local needs with global capabilities. And we’re a leader in sustainability, scaling across entire value chains to help decarbonize our industry and safeguard our planet. From the seed of the idea to the outcome of the solution, we give customers an edge in solving the nutritional and sustainability challenges of today and tomorrow. Learn more at  Your Role The purpose of the role is to provide suite of reporting tools to UK Milling to support business improvement, and to provide a deeper level of data analysis and critical thinking. Your Responsibilities Create and maintain KPIs : Develop, monitor and refine KPIs to ensure alignment with business goals and operational efficiency Dashboard development : Design and create comprehensive dashboards that provide actionable insights enabling teams to make data driven decisions. Regularly iterate these dashboards to meet evolving business needs Create a mill and customer profitability model utilising headline sales margin and trading pad information Develop an intake and supplier risk model showing market share and counter party risk and quality supplier dashboard identifying best source of wheat intake Develop a competitor database (building on existing spreadsheet) to provide wide range of analyses in graphical form Take ownership of FactBook and develop an annual update Trend analysis – discerning trends in customer order patterns to better support S+OP phasing and financial planning Automate contribution analysis - include enhanced capture of Trading pads (wheat, wheatfeed, elec, etc.). Develop Distribution Reporting from Enterprise (into PowerBI) eg., turning raw data such as drivers hours / vehicle journeys / customer details etc., into good reports (OTIF / Vehicle utilisation / manpower utilisation etc.) Take ownership of UK Market Share Model – develop, maintain and improve it – produce two reports during the year Your Profile Studying for a degree in Data Science or related field preferred Critical thinking, problem solving and attention to detail Writing reports and presentation skills to present the data findings Excel – advanced skills including pivot tables, macros, VLOOKUP and data visualisation. SQL – proficiency in writing complex queries to extract and manipulate data Skills in transforming raw data into usable format. Techniques for handling missing or inconsistent data. Ability to work in Powerpoint, PowerBI and Tableau Independent and structured work Enthusiasm, initiative and ability to work under pressure Strong customer, service orientation and technology skills #IncludingYou Diversity, equity, inclusion and belonging are cornerstones of ADM’s efforts to continue innovating, driving growth, and delivering outstanding performance. We are committed to attracting and retaining a diverse workforce and create welcoming, truly inclusive work environments — environments that enable every ADM colleague to feel comfortable on the job, make meaningful contributions to our success, and grow their career. We respect and value the unique backgrounds and experiences that each person can bring to ADM because we know that diversity of perspectives makes us better, together. For more information regarding our efforts to advance Diversity, Equity, Inclusion & Belonging, please visit our website here: Diversity, Equity and Inclusion | ADM. About ADM At ADM, we unlock the power of nature to provide access to nutrition worldwide. With industry-advancing innovations, a complete portfolio of ingredients and solutions to meet any taste, and a commitment to sustainability, we give customers an edge in solving the nutritional challenges of today and tomorrow. We’re a global leader in human and animal nutrition and the world’s premier agricultural origination and processing company. Our breadth, depth, insights, facilities and logistical expertise give us unparalleled capabilities to meet needs for food, beverages, health and wellness, and more. From the seed of the idea to the outcome of the solution, we enrich the quality of life the world over. Learn more at  Req/Job ID 92247BR #LI-Onsite Ref ID #LI-MB2","[wheatfeed, elec, r, vehicle journeys, Vehicle utilisation, macros, depth, insights, health and wellness, initiative, organization, problem_solving]"
Biostatistician - AI Trainer,"Company Description/ Business Unit Job Title: Junior Data Scientist Location: Remote / Hybrid (London) Employment Type: Permanent / Full Time AA Summary The AA is one of the UK’s most well-known and trusted brands. We provide a range of services to millions of customers, from roadside assistance, financial services to insurance and driving lessons. Our mission is to help keep Britain moving, and we’re looking for dedicated individuals to join our team. Are you ready to join? This is the job As a Data Scientist at the AA, you will play an essential role in our Counter-Fraud and Underwriting team. Your main objectives will be to support the business in detecting and preventing fraudulent activities, and optimising the performance of the Motor Insurance product, by leveraging both internal and external data and intelligence. In this role, you will be instrumental in developing and delivering comprehensive data solutions. Your work will inform strategic decision-making and support the implementation and optimisation of cutting-edge counter-fraud controls and underwriting risk management across the business. What will I be doing? Develop, maintain, and take ownership of elements of the fraud detection models and underwriting business rules, ensuring they are robust, scalable, and effective. Develop and maintain effective data processes to support fraud controls and underwriting risk management to assist case handlers with their investigations. Work with vast multi-dimensional data sets, applying advanced data processing techniques and tools to extract significant insights and make data-driven recommendations to optimise the counter-fraud process and ensure underwriting integrity Provide analytics to support business case appraisals. Assist in engaging with external companies and intelligence agencies to identify new opportunities to combat fraud and to enhance our underwriting capabilities. Use data to identify fraud rings and organised fraud, adhering to internal and industry protocols. Collaborate with Underwriting, Fraud Investigators, Claims, and Pricing teams to achieve key objectives. What do I need? Creative problem-solving skills using data. Proven ability to perform statistical analysis, either through education or work experience. Ability to clearly communicate complex issues. Competence in conducting analysis and presenting findings to non-technical colleagues. Self-motivated and eager to take the lead on projects and new initiatives within a small team environment. Strong commercial awareness. Strong programming skills (Python/SQL knowledge desirable) Knowledge of the insurance industry and experience in data or pricing analysis (Desirable). Additional information We’re always looking to recognise and reward our employees for the work they do. As a valued member of The AA team, you’ll have access to a range of benefits including: 25 days annual leave plus bank holidays + holiday buying scheme Worksave pension scheme with up to 7% employer contribution Free AA breakdown membership from Day 1 plus 50% discount for family and friends Discounts on AA products including car and home insurance Employee discount scheme that gives you access to a car salary sacrifice scheme plus great discounts on healthcare, shopping, holidays and more Company funded life assurance Diverse learning and development opportunities to support you to progress in your career Dedicated Employee Assistance Programme and a 24/7 remote GP service for you and your family Plus, so much more! We’re an equal opportunities employer and welcome applications from everyone. The AA values diversity and the difference this brings to our culture and our customers. We actively seek people from diverse backgrounds to join us and become part of an inclusive company where you can be yourself, be empowered to be your best and feel like you truly belong. We have five communities to bring together people with shared characteristics and backgrounds and drive positive change.","[Company Description, r, scalable, Fraud Investigators, shopping, communication, initiative, problem_solving, teamwork]"
Data Engineer- AI Trainer,"Who We Are We’re a global technology communications company that empowers people and businesses to stay connected and thrive in a digital world. With a focus on innovation, sustainability and earning customer loyalty, we leverage cutting-edge technology to offer products and services that enhance communication and improve lives. Digital is Vodafone UK’s largest channel for our customers. We are committed to providing #1 Digital Experiences for our customers through sales and service What you’ll do Imagine being at the forefront of a data revolution, where your insights shape the future. You will develop valuable insights that drive impactful decisions for our customers and our team. Whether you’re building chatbots, supporting teams with commercially sound decisions, or helping run our Big Data Delivery Platform, your work will influence how we operate and how technology serves the greater good. Data and Analytics have moved from the basement to the spotlight, becoming the backbone of modern tech companies. These skills are essential for any business aiming to stay relevant and successful in a digital world. Join us and be part of a dynamic business that combines the agility of a start-up with the resources of a global corporation. You’ll benefit from a blend of digital and classroom-based learning, covering modules like Data Modelling & SQL Language, Big Data & Analytics, Data Communications & Network Security, AI & Machine Learning, and Business Strategy. Gain hands-on experience alongside industry leaders who will mentor you, helping you grow into a Data Analytics expert. You’ll learn to use a range of analytical techniques, present data visualizations, create reports, and make recommendations that drive transformative business decisions. Be part of a team where your contributions matter and where you can make a real difference. Join us and help shape the future of technology! Apprenticeships aren’t what they used to be. These days, they’re a platform for your generation to go on and own the future, and frankly, we love to see it. This role comes with a level 6 apprenticeship to support your learning. The qualification is a Level 6 BSC Digital and Technology Solutions (Data Analyst) and we partner with a fantastic learning provider to support you all of the way. Once you have successfully completed the apprenticeship and have your qualification we will continue to support your career journey with Vodafone UK. What we offer Competitive annual salary between £24,640 - £27,000 plus annual performance bonus 28 days holiday plus 5 days charity leave to work on projects of our choice, plus quarterly 'Spirit' days to focus on your wellbeing and mental health Industry leading learning tools, market leading parental leave policies We offer flexible working options that enable you to excel in a way that suits your needs An extensive and flexible benefits package including employee discounts, enhanced pension contributions and retail discounts Who you are You don't just care about customers; you're obsessed with ensuring their satisfaction. Change isn't a challenge; it's an opportunity. You excel in dynamic environments. Your thinking is innovative and forward-looking. You're the one who constantly seeks new, creative solutions. If you hunger for growth, development, and new challenges, you're our kind of apprentice. We thrive on your ambition. Our Spirit behaviors are more than just words; they're our way of life. We're looking for apprentices who embody these values every day. Locations available: Newbury or London Vodafone UK is regulated by the Financial Conduct Authority and all offers of employment for this role are subject to background checks, including criminal (DBS) and financial checks to meet the regulator’s standards. If you require any reasonable adjustments or have an accessibility request as part of your recruitment journey, for example, extended time or breaks in between online assessments, a sign language interpreter, or assistive technology, please refer to the Accessibility section of our Careers website ( for guidance or contact us at youth.recruitment@vodafone.com","[r, sql, Big Data & Analytics, development, communication, leadership, problem_solving]"
Senior Data Scientist & Data Scientists,"We are looking to hire a Data Analyst to join our team! You will be working closely with Growth team stakeholders to help them report on KPIs and drive efficiencies in marketing spend to optimise growth. You will do this by owning data pipelines, reporting and analysis. RESPONSIBILITIES Data Pipelines: You will be responsible for data pipelines and data modelling for marketing data. You will implement best practices like testing and alerting. Reporting: You will build and maintain dashboards that will help the Growth team report on, break down and understand KPIs (self-service). Analysis: You will use stakeholder communication and management to help understand stakeholder problems, break them down using problem solving frameworks and analyse the data to find solutions and recommendations. These will be efficiently communicated back through appropriate channels Data Exploration: Dive into vast datasets to uncover trends, patterns, and opportunities that have a substantial impact on our business and Growth teams Experimentation and Machine Learning: You have the opportunity to be involved in AB testing of Growth initiatives and building and improving machine learning to help drive efficiencies in Marketing and Growth. Relationships: You will work closely with cross-functional teams to identify business opportunities, design analytical solutions, and deliver actionable insights that shape our strategic direction 2+ years experience as a Data Analyst, preferably in Marketing, Product or Operations Excellent working knowledge of SQL and data modelling best practices Ability to build meaningful relationships with cross-functional colleagues Proven understanding of problem solving techniques, data analysis and data visualisation Strong communicator of insights SALARY & BENEFITS Salary range of £50-70k based on experience Generous stock option plan A fun and friendly working environment with sharp and motivated co-workers Hybrid role based in Bermondsey 3 days a week with breakfast and lunch once a week £400 per year learning and development budget with Learnerbly Wellness and gym benefit with Gympass 25 days holidays and generous parental leave & flexible working policies A growing team with plenty of opportunities for progression, ownership of goals and a direct impact to MANUAL Join in the early stages of one of the most promising start-ups in the health & wellness space ABOUT MANUAL MANUAL delivers healthcare at scale thanks to its comprehensive digital clinic. Our ambition is to extend the healthy years of lives for a large part of the population in the UK, Brazil, and beyond focusing on life-impeding conditions like hormonal imbalance, obesity and hair loss. MANUAL has steadily grown since inception and is now serving 500k+ patients, across 2 geographies. We are centralising the diagnosis, custom medications, doctor specialist services, behavioural change and fully vertically integrated management of the treatment journey, under one roof and consumer brand. We’re destigmatising how people approach their health by offering easy access to diagnostics, a holistic range of treatments, ongoing care and medical advice, as well as a community to help proactively improve one’s health and wellbeing. A place that didn't exist until now. Innovating on healthcare delivery, MANUAL provides patients with engaging treatment plans generating superior clinical outcomes: 90%+ of patients see an improvement in their Quality of Life (QoL) within 6 months. Our ambition is to extend the healthy years of lifespan for a big part of the population in the UK, Brazil and beyond, After a $30 million Series A round, we are on a mission to build one of the most impactful teams in the healthcare space. We are looking for incredibly ambitious, entrepreneurial, driven and fun people to join us as we accelerate our growth and expansion. This is an exciting time to join the UK’s fastest-growing healthtech and help supercharge our mission. Websites:   EQUAL EMPLOYMENT OPPORTUNITY Menwell Limited, trading as MANUAL, is an Equal Opportunities Employer. We are committed to equal employment opportunities regardless of gender and gender reassignment, age, disability, race, religion or belief, sex and sexual orientation, pregnancy and maternity, marriage and civil partnership. We base all our employment decisions on merit, job requirements and business needs. This applies to all decisions related to hiring, training, remuneration, promotion and discipline. We believe that a diverse and inclusive workforce is essential to our success. We are committed to creating an environment where everyone feels welcomed, valued and respected, regardless of their background, identity or beliefs. We believe that Inclusion, Diversity, Equity and Accessibility (IDEA) is essential to our ability to offer the best possible health outcomes to our patients and customers. Title: Senior Data Scientist & Data Scientists Company: Companies House URL:   Title: Language Data Reviewer for Scottish Gaelic (Freelance/Task-based) Company: Volga Partners URL:   Title: Data Engineer- AI Trainer Company: DataAnnotation URL:   Title: Biostatistician - AI Trainer Company: DataAnnotation URL:   Title: Statistician - AI Trainer Company: DataAnnotation URL:   Title: UK 2025 Data Analytics Apprenticeship Company: Vodafone URL:   Title: Database Developer - AI Trainer Company: DataAnnotation URL:   Title: Junior Data Scientist Company: The AA URL:   Title: Quantitative Analyst - AI Trainer Company: DataAnnotation URL:   Title: Data Analyst Company: The AA URL:   Title: Sales Executive bi-lingual in German Company: Second Chance Ltd URL:   Title: Data Analyst Intern Company: Digital For Humanity URL:   Title: Data Analyst Company: PJG Financial Limited URL:   Title: Data Analyst Company: Manual URL:   Title: Junior Data Analyst Company: Qualient Solutions URL: ","[patterns, r, custom medications, entrepreneurial, remuneration, communication, initiative, problem_solving]"
Data Analyst,"Company Description/ Business Unit Job Title: Data Analyst Location: Remote / Hybrid (London) Employment Type: Permanent / Full Time AA Summary Assuming The AA is just about roadside help? There’s more to us than meets the eye. The AA is one of the UK’s most well-known and trusted brands. We provide a range of services to millions of customers, from roadside assistance, financial services to insurance and driving lessons. Our mission is to help keep Britain moving, and we’re looking for dedicated individuals to join our team. Are you ready to join? This is the job As a Data Analyst at the AA, you will be a key player in our Counter-Fraud and Underwriting team. Your primary goal will be to support the business in detecting and preventing fraudulent activities, and optimising the performance of the Motor Insurance product, by utilising both internal and external data and intelligence. In this role, you will contribute to the development and delivery of data, as well as the creation and analysis of Management Information (MI). Your work will inform strategic decision-making and support the implementation and optimisation of cutting-edge counter-fraud controls and underwriting risk management across the business. What will I be doing? Proactively gather, analyse, and report on internal and external data to enable performance monitoring, and to support and improve fraud controls and underwriting capabilities. Provide data and analytics to improve the prioritisation of fraud case management, and to assist the counter-fraud investigators to develop their capability to combat financial crime. Make data-driven recommendations to enhance the efficiency of the counter-fraud process and aid improved underwriting performance. Provide analytics to support business case appraisals. Assist in engaging with external companies and intelligence agencies to identify new opportunities to combat fraud and enhance our underwriting capabilities. Use data to identify fraud rings and organised fraud, adhering to internal and industry protocols. Collaborate with Underwriting, Fraud Investigators, Claims, and Pricing teams to achieve key objectives. What do I need? Creative problem-solving skills using data. Proven ability to perform statistical analysis, either through education or work experience. Ability to clearly communicate complex issues. Competence in conducting analysis and presenting findings to non-technical colleagues. Self-motivated and eager to take the lead on projects and new initiatives within a small team environment. Strong commercial awareness. Good knowledge of programming skills (Python/SQL knowledge desirable) Knowledge of the insurance industry and experience in data or pricing analysis (Desirable). Additional information We’re always looking to recognise and reward our employees for the work they do. As a valued member of The AA team, you’ll have access to a range of benefits including: 25 days annual leave plus bank holidays + holiday buying scheme Worksave pension scheme with up to 7% employer contribution Free AA breakdown membership from Day 1 plus 50% discount for family and friends Discounts on AA products including car and home insurance Employee discount scheme that gives you access to a car salary sacrifice scheme plus great discounts on healthcare, shopping, holidays and more Company funded life assurance Diverse learning and development opportunities to support you to progress in your career Dedicated Employee Assistance Programme and a 24/7 remote GP service for you and your family Plus, so much more! We’re an equal opportunities employer and welcome applications from everyone. The AA values diversity and the difference this brings to our culture and our customers. We actively seek people from diverse backgrounds to join us and become part of an inclusive company where you can be yourself, be empowered to be your best and feel like you truly belong. We have five communities to bring together people with shared characteristics and backgrounds and drive positive change.","[Company Description, r, analyse, Fraud Investigators, shopping, communication, initiative, problem_solving, teamwork]"
Language Data Reviewer for Scottish Gaelic (Freelance/Task-based),"Chelmsford United Kingdom Data & Analytics Job Description ADM unlocks the power of nature to enrich the quality of life. We’re a premier global human and animal nutrition company, delivering solutions today with an eye to the future. We’re blazing new trails in health and well-being as our scientists develop groundbreaking products to support healthier living. We’re a cutting-edge innovator leading the way to a new future of plant-based consumer and industrial solutions to replace petroleum-based products. We’re an unmatched agricultural supply chain manager and processor, providing food security by connecting local needs with global capabilities. And we’re a leader in sustainability, scaling across entire value chains to help decarbonize our industry and safeguard our planet. From the seed of the idea to the outcome of the solution, we give customers an edge in solving the nutritional and sustainability challenges of today and tomorrow. Learn more at  Your Role The purpose of the role is to provide suite of reporting tools to UK Milling to support business improvement, and to provide a deeper level of data analysis and critical thinking. Your Responsibilities Create and maintain KPIs : Develop, monitor and refine KPIs to ensure alignment with business goals and operational efficiency Dashboard development : Design and create comprehensive dashboards that provide actionable insights enabling teams to make data driven decisions. Regularly iterate these dashboards to meet evolving business needs Create a mill and customer profitability model utilising headline sales margin and trading pad information Develop an intake and supplier risk model showing market share and counter party risk and quality supplier dashboard identifying best source of wheat intake Develop a competitor database (building on existing spreadsheet) to provide wide range of analyses in graphical form Take ownership of FactBook and develop an annual update Trend analysis – discerning trends in customer order patterns to better support S+OP phasing and financial planning Automate contribution analysis - include enhanced capture of Trading pads (wheat, wheatfeed, elec, etc.). Develop Distribution Reporting from Enterprise (into PowerBI) eg., turning raw data such as drivers hours / vehicle journeys / customer details etc., into good reports (OTIF / Vehicle utilisation / manpower utilisation etc.) Take ownership of UK Market Share Model – develop, maintain and improve it – produce two reports during the year Your Profile Studying for a degree in Data Science or related field preferred Critical thinking, problem solving and attention to detail Writing reports and presentation skills to present the data findings Excel – advanced skills including pivot tables, macros, VLOOKUP and data visualisation. SQL – proficiency in writing complex queries to extract and manipulate data Skills in transforming raw data into usable format. Techniques for handling missing or inconsistent data. Ability to work in Powerpoint, PowerBI and Tableau Independent and structured work Enthusiasm, initiative and ability to work under pressure Strong customer, service orientation and technology skills #IncludingYou Diversity, equity, inclusion and belonging are cornerstones of ADM’s efforts to continue innovating, driving growth, and delivering outstanding performance. We are committed to attracting and retaining a diverse workforce and create welcoming, truly inclusive work environments — environments that enable every ADM colleague to feel comfortable on the job, make meaningful contributions to our success, and grow their career. We respect and value the unique backgrounds and experiences that each person can bring to ADM because we know that diversity of perspectives makes us better, together. For more information regarding our efforts to advance Diversity, Equity, Inclusion & Belonging, please visit our website here: Diversity, Equity and Inclusion | ADM. About ADM At ADM, we unlock the power of nature to provide access to nutrition worldwide. With industry-advancing innovations, a complete portfolio of ingredients and solutions to meet any taste, and a commitment to sustainability, we give customers an edge in solving the nutritional challenges of today and tomorrow. We’re a global leader in human and animal nutrition and the world’s premier agricultural origination and processing company. Our breadth, depth, insights, facilities and logistical expertise give us unparalleled capabilities to meet needs for food, beverages, health and wellness, and more. From the seed of the idea to the outcome of the solution, we enrich the quality of life the world over. Learn more at  Req/Job ID 92247BR #LI-Onsite Ref ID #LI-MB2","[wheatfeed, elec, r, vehicle journeys, Vehicle utilisation, macros, depth, insights, health and wellness, initiative, organization, problem_solving]"
